customer_id,event_count,loyalty_tier
C01334,4,Bronze
C01335,5,Gold
C01336,4,Bronze
C01337,7,Bronze
C01338,5,Bronze
C01339,4,Bronze
C01340,6,Bronze
C01341,3,Bronze
C01342,5,Silver
C01343,7,Bronze
C01344,2,Bronze
C01345,6,Silver
C01346,3,Bronze
C01347,9,Silver
C01348,5,Silver
C01349,5,Silver
C01350,6,Silver
C01351,7,Gold
C01352,3,Bronze
C01353,7,Bronze
C01354,6,Silver
C01355,7,Silver
C01356,4,Bronze
C01357,8,Bronze
C01358,11,Gold
C01359,6,Bronze
C01360,11,Bronze
C01361,8,Silver
C01362,4,Silver
C01363,5,Bronze
C01364,4,Bronze
C01365,4,Silver
C01366,4,Gold
C01367,6,Bronze
C01368,4,Gold
C01369,5,Silver
C01370,7,Gold
C01371,3,Bronze
C01372,5,Gold
C01373,3,Bronze
C01374,4,Silver
C01375,2,Gold
C01376,6,Silver
C01377,8,Silver
C01378,3,Silver
C01379,5,Gold
C01380,4,Silver
C01381,2,Gold
C01382,8,Bronze
C01383,4,Bronze
C01384,9,Silver
C01385,4,Silver
C01386,5,Bronze
C01387,5,Bronze
C01388,2,Bronze
C01389,6,Gold
C01390,3,Bronze
C01391,8,Silver
C01392,5,Silver
C01393,5,Bronze
C01394,3,Bronze
C01395,8,Silver
C01396,6,Bronze
C01397,5,Bronze
C01398,4,Silver
C01399,6,Bronze
C01400,8,Silver
C01401,9,Gold
C01402,5,Gold
C01403,6,Bronze
C01404,5,Bronze
C01405,4,Gold
C01406,3,Bronze
C01407,3,Silver
C01408,4,Silver
C01409,11,Silver
C01410,5,Bronze
C01411,9,Bronze
C01412,5,Silver
C01413,6,Bronze
C01414,9,Bronze
C01415,7,Bronze
C01416,5,Silver
C01417,5,Bronze
C01418,7,Gold
C01419,5,Silver
C01420,7,Silver
C01421,8,Gold
C01422,6,Silver
C01423,4,Bronze
C01424,3,Silver
C01425,5,Bronze
C01426,6,Bronze
C01427,5,Bronze
C01428,3,Silver
C01429,3,Silver
C01430,7,Bronze
C01431,3,Bronze
C01432,5,Silver
C01433,2,Gold
C01434,6,Bronze
C01435,3,Bronze
C01436,5,Bronze
C01437,1,Silver
C01438,6,Bronze
C01439,5,Silver
C01440,3,Silver
C01441,5,Silver
C01442,5,Bronze
C01443,8,Bronze
C01444,7,Bronze
C01445,4,Gold
C01446,1,Bronze
C01447,6,Bronze
C01448,6,Silver
C01449,4,Silver
C01450,4,Silver
C01451,2,Gold
C01452,3,Gold
C01453,9,Gold
C01454,7,Gold
C01455,2,Gold
C01456,2,Silver
C01457,5,Bronze
C01458,4,Silver
C01459,7,Silver
C01460,6,Gold
C01461,9,Bronze
C01462,7,Bronze
C01463,2,Gold
C01465,5,Bronze
C01466,6,Bronze
C01467,3,Silver
C01468,4,Bronze
C01469,1,Gold
C01470,5,Silver
C01471,6,Silver
C01472,6,Silver
C01473,5,Silver
C01474,5,Silver
C01475,5,Silver
C01476,6,Gold
C01477,1,Silver
C01478,5,Silver
C01479,3,Silver
C01480,7,Gold
C01481,10,Silver
C01482,4,Bronze
C01483,6,Bronze
C01484,4,Gold
C01485,3,Silver
C01486,7,Bronze
C01487,6,Bronze
C01488,5,Silver
C01489,2,Bronze
C01490,5,Bronze
C01491,5,Bronze
C01492,5,Bronze
C01493,4,Bronze
C01494,5,Gold
C01495,5,Gold
C01496,4,Silver
C01497,1,Silver
C01498,5,Silver
C01499,5,Bronze
C01500,2,Bronze
C01501,4,Bronze
C01502,9,Gold
C01503,4,Silver
C01504,3,Silver
C01505,8,Silver
C01506,6,Gold
C01507,3,Silver
C01508,7,Silver
C01509,4,Silver
C01510,8,Bronze
C01511,6,Gold
C01512,6,Silver
C01513,7,Bronze
C01514,7,Silver
C01515,1,Silver
C01516,1,Bronze
C01517,8,Silver
C01518,4,Silver
C01519,7,Bronze
C01520,5,Bronze
C01521,5,Silver
C01522,7,Silver
C01523,7,Gold
C01524,3,Bronze
C01525,5,Silver
C01526,8,Bronze
C01527,4,Bronze
C01528,4,Silver
C01529,2,Bronze
C01530,7,Bronze
C01531,2,Bronze
C01532,2,Gold
C01533,5,Bronze
C01534,7,Silver
C01535,5,Silver
C01536,5,Bronze
C01537,3,Bronze
C01538,4,Silver
C01539,2,Gold
C01540,4,Bronze
C01541,4,Bronze
C01542,4,Gold
C01543,4,Bronze
C01544,8,Bronze
C01545,7,Bronze
C01546,5,Bronze
C01547,6,Bronze
C01548,6,Gold
C01549,5,Bronze
C01550,3,Bronze
C01551,7,Bronze
C01552,7,Bronze
C01553,2,Gold
C01554,8,Bronze
C01555,6,Silver
C01556,3,Bronze
C01557,8,Bronze
C01558,8,Gold
C01559,3,Bronze
C01560,8,Silver
C01561,4,Silver
C01562,5,Bronze
C01563,5,Silver
C01564,4,Bronze
C01565,8,Gold
C01566,6,Silver
C01567,5,Silver
C01568,8,Gold
C01569,8,Bronze
C01570,4,Bronze
C01571,6,Bronze
C01572,8,Bronze
C01573,4,Bronze
C01574,6,Bronze
C01575,6,Bronze
C01576,8,Silver
C01577,6,Bronze
C01578,5,Silver
C01579,7,Gold
C01580,5,Silver
C01581,3,Silver
C01582,8,Gold
C01583,8,Bronze
C01584,7,Bronze
C01585,7,Silver
C01586,5,Bronze
C01587,9,Bronze
C01588,7,Bronze
C01589,10,Silver
C01590,7,Silver
C01591,7,Bronze
C01592,3,Bronze
C01593,5,Silver
C01594,6,Silver
C01595,3,Bronze
C01596,4,Bronze
C01597,7,Bronze
C01598,3,Bronze
C01599,3,Silver
C01600,5,Silver
C01601,2,Bronze
C01602,3,Bronze
C01603,4,Gold
C01604,2,Silver
C01605,2,Bronze
C01606,3,Silver
C01607,6,Bronze
C01608,8,Silver
C01609,9,Silver
C01610,7,Bronze
C01611,2,Gold
C01612,4,Silver
C01613,10,Bronze
C01614,6,Silver
C01615,6,Bronze
C01616,3,Bronze
C01617,1,Silver
C01619,4,Gold
C01620,2,Gold
C01621,2,Bronze
C01622,7,Bronze
C01623,4,Silver
C01624,5,Bronze
C01625,6,Bronze
C01626,4,Silver
C01627,9,Gold
C01628,3,Silver
C01629,3,Bronze
C01630,10,Silver
C01631,8,Silver
C01632,5,Silver
C01633,2,Bronze
C01634,3,Gold
C01635,7,Bronze
C01636,5,Bronze
C01637,7,Bronze
C01638,6,Bronze
C01639,3,Silver
C01640,5,Bronze
C01641,2,Gold
C01642,7,Gold
C01643,4,Silver
C01644,9,Gold
C01645,8,Bronze
C01646,9,Gold
C01647,3,Bronze
C01648,2,Bronze
C01649,10,Gold
C01650,2,Bronze
C01651,4,Silver
C01652,5,Bronze
C01653,3,Bronze
C01654,1,Bronze
C01655,4,Bronze
C01656,6,Bronze
C01657,2,Gold
C01658,6,Bronze
C01659,7,Bronze
C01660,7,Gold
C01661,8,Silver
C01662,8,Silver
C01663,4,Silver
C01664,4,Bronze
C01665,10,Silver
C01666,2,Bronze
C01667,4,Silver
C01668,5,Bronze
C01669,4,Silver
C01671,4,Bronze
C01672,4,Bronze
C01673,5,Bronze
C01674,5,Silver
C01675,6,Silver
C01676,4,Bronze
C01677,5,Bronze
C01678,3,Bronze
C01679,6,Silver
C01680,2,Bronze
C01681,6,Bronze
C01682,3,Bronze
C01683,8,Silver
C01684,6,Bronze
C01685,2,Bronze
C01686,3,Bronze
C01687,2,Bronze
C01688,5,Bronze
C01689,7,Silver
C01690,9,Silver
C01691,6,Silver
C01692,4,Bronze
C01693,5,Bronze
C01694,2,Bronze
C01695,6,Silver
C01696,8,Bronze
C01697,8,Silver
C01698,5,Bronze
C01699,4,Bronze
C01700,4,Silver
C01701,5,Gold
C01702,5,Bronze
C01703,4,Bronze
C01704,3,Gold
C01705,5,Gold
C01706,2,Bronze
C01707,6,Bronze
C01708,4,Bronze
C01709,3,Silver
C01710,4,Bronze
C01711,3,Bronze
C01712,4,Gold
C01713,10,Silver
C01714,7,Bronze
C01715,7,Bronze
C01716,4,Bronze
C01717,5,Bronze
C01718,6,Bronze
C01719,6,Bronze
C01720,6,Silver
C01721,4,Bronze
C01722,5,Bronze
C01723,5,Bronze
C01724,2,Gold
C01725,4,Bronze
C01726,3,Bronze
C01727,5,Silver
C01728,6,Bronze
C01729,2,Gold
C01730,4,Bronze
C01731,6,Bronze
C01732,5,Silver
C01733,7,Silver
C01734,6,Silver
C01735,4,Silver
C01736,5,Bronze
C01737,7,Silver
C01738,3,Silver
C01739,6,Silver
C01740,5,Bronze
C01741,6,Bronze
C01742,6,Silver
C01743,6,Bronze
C01744,4,Gold
C01745,5,Bronze
C01746,7,Silver
C01747,1,Gold
C01748,2,Silver
C01749,4,Silver
C01750,6,Silver
C01751,3,Silver
C01752,4,Bronze
C01753,4,Silver
C01754,4,Silver
C01755,3,Gold
C01756,2,Bronze
C01757,2,Gold
C01758,4,Bronze
C01759,7,Bronze
C01760,9,Bronze
C01761,4,Bronze
C01762,7,Gold
C01763,6,Gold
C01764,3,Gold
C01765,2,Silver
C01766,4,Bronze
C01767,2,Gold
C01768,4,Silver
C01769,8,Bronze
C01770,3,Silver
C01771,4,Silver
C01772,8,Bronze
C01773,7,Bronze
C01774,5,Gold
C01775,6,Bronze
C01776,6,Bronze
C01777,6,Silver
C01778,5,Bronze
C01779,8,Silver
C01780,7,Bronze
C01781,9,Bronze
C01782,5,Bronze
C01783,6,Bronze
C01784,8,Bronze
C01785,3,Bronze
C01786,3,Bronze
C01787,7,Silver
C01789,7,Bronze
C01790,9,Bronze
C01791,5,Gold
C01792,8,Silver
C01793,5,Gold
C01795,4,Silver
C01796,3,Bronze
C01797,8,Bronze
C01798,6,Silver
C01799,2,Gold
C01800,7,Bronze
C01801,8,Gold
C01802,2,Silver
C01803,9,Silver
C01804,3,Silver
C01805,9,Bronze
C01806,3,Bronze
C01807,7,Silver
C01808,6,Bronze
C01809,3,Bronze
C01810,9,Bronze
C01811,7,Silver
C01812,5,Bronze
C01813,6,Bronze
C01814,5,Silver
C01815,2,Bronze
C01816,3,Silver
C01817,1,Bronze
C01818,6,Gold
C01819,5,Bronze
C01820,5,Gold
C01821,6,Bronze
C01822,5,Bronze
C01823,2,Bronze
C01824,6,Bronze
C01825,4,Gold
C01826,4,Silver
C01827,3,Gold
C01828,2,Silver
C01829,6,Bronze
C01830,4,Gold
C01831,2,Bronze
C01832,8,Bronze
C01833,5,Bronze
C01834,5,Bronze
C01835,3,Bronze
C01836,6,Bronze
C01837,5,Bronze
C01838,8,Bronze
C01839,8,Silver
C01840,6,Silver
C01841,7,Gold
C01842,3,Gold
C01843,4,Bronze
C01844,3,Bronze
C01845,9,Bronze
C01846,7,Bronze
C01847,6,Silver
C01848,4,Bronze
C01849,5,Silver
C01850,4,Bronze
C01851,2,Gold
C01852,6,Bronze
C01853,7,Bronze
C01854,6,Bronze
C01855,6,Gold
C01856,5,Gold
C01857,5,Silver
C01858,5,Silver
C01859,3,Silver
C01860,4,Gold
C01861,4,Bronze
C01862,6,Bronze
C01863,8,Bronze
C01864,5,Bronze
C01865,5,Bronze
C01866,3,Gold
C01867,3,Silver
C01868,7,Bronze
C01869,4,Silver
C01870,4,Gold
C01871,5,Bronze
C01872,3,Bronze
C01873,7,Gold
C01874,7,Bronze
C01875,4,Gold
C01876,5,Silver
C01877,4,Silver
C01878,2,Silver
C01879,5,Silver
C01880,3,Silver
C01881,6,Gold
C01882,4,Silver
C01883,3,Bronze
C01884,5,Bronze
C01885,8,Bronze
C01886,5,Silver
C01887,8,Bronze
C01888,2,Bronze
C01889,3,Silver
C01890,5,Silver
C01891,2,Bronze
C01892,4,Gold
C01893,5,Silver
C01894,2,Gold
C01895,5,Silver
C01896,7,Gold
C01897,6,Bronze
C01898,5,Gold
C01900,5,Gold
C01901,3,Silver
C01902,4,Bronze
C01903,8,Silver
C01904,5,Silver
C01905,6,Silver
C01906,6,Gold
C01907,10,Gold
C01908,3,Bronze
C01909,1,Gold
C01910,3,Bronze
C01911,4,Silver
C01912,6,Bronze
C01913,7,Silver
C01914,8,Bronze
C01915,3,Bronze
C01916,5,Silver
C01917,4,Silver
C01918,3,Bronze
C01919,3,Silver
C01920,5,Gold
C01921,4,Silver
C01922,3,Silver
C01923,2,Silver
C01924,4,Bronze
C01925,5,Silver
C01926,7,Bronze
C01927,6,Silver
C01928,4,Bronze
C01929,9,Gold
C01930,5,Bronze
C01931,6,Bronze
C01932,4,Silver
C01933,5,Bronze
C01934,9,Bronze
C01935,6,Bronze
C01936,6,Gold
C01937,5,Silver
C01938,2,Silver
C01939,6,Bronze
C01940,9,Silver
C01941,3,Bronze
C01942,7,Gold
C01943,11,Silver
C01944,10,Silver
C01945,5,Bronze
C01946,8,Bronze
C01947,4,Bronze
C01948,4,Bronze
C01949,3,Bronze
C01950,3,Gold
C01951,9,Silver
C01952,2,Silver
C01953,7,Bronze
C01954,7,Silver
C01955,7,Silver
C01956,7,Bronze
C01957,5,Bronze
C01958,8,Silver
C01959,6,Bronze
C01960,4,Gold
C01961,8,Bronze
C01962,9,Bronze
C01963,6,Silver
C01964,1,Silver
C01965,10,Bronze
C01966,2,Gold
C01967,4,Bronze
C01968,2,Silver
C01969,2,Gold
C01970,3,Gold
C01971,2,Silver
C01972,5,Gold
C01973,9,Bronze
C01974,5,Bronze
C01975,5,Bronze
C01976,4,Bronze
C01977,6,Bronze
C01978,2,Bronze
C01979,3,Silver
C01980,7,Silver
C01981,6,Bronze
C01982,4,Bronze
C01983,4,Silver
C01984,4,Bronze
C01985,7,Silver
C01986,3,Silver
C01987,7,Bronze
C01988,4,Bronze
C01989,2,Bronze
C01990,7,Silver
C01991,5,Bronze
C01992,4,Bronze
C01993,7,Bronze
C01994,5,Silver
C01995,9,Bronze
C01996,9,Gold
C01997,2,Bronze
C01998,8,Gold
C01999,5,Silver
C02000,4,Bronze
